raw_xpath,suggested_xpath,correct
/ownershipDocument/ownerSigna/signatureName,/ownershipDocument/ownerSignature/signatureName,TRUE
/ownershipDocument/derivativeTable/derivativeHolding/expirat/value,/ownershipDocument/derivativeTable/derivativeHolding/expirationDate/value,TRUE
/ownershipDocument/derivativeTab/derivativeHolding/expirationD/value,/ownershipDocument/derivativeTable/derivativeHolding/expirationDate/value,TRUE
/ownershipDocument/ownerSign/signatureDate,/ownershipDocument/ownerSignature/signatureDate,TRUE
/ownershipDocument/ownerSign/signatureName,/ownershipDocument/ownerSignature/signatureName,TRUE
/ownershipDocument/derivativeSecurity/footnotes/footnote,/ownershipDocument/derivativeTable/footnotes/footnote,FALSE
/ownershipDocument/derivativeSecurity/ownerSignature/signatureDate,/ownershipDocument/derivativeTable/ownerSignature/signatureDate,FALSE
/ownershipDocument/derivativeSecurity/ownerSignature/signatureName,/ownershipDocument/derivativeTable/ownerSignature/signatureName,FALSE
/ownershipDocument/derivativeSecurity/ownersh/directOrIndirectOwnership/value,/ownershipDocument/derivativeSecurity/ownershipNature/directOrIndirectOwnership/value,TRUE
/ownershipDocument/derivativeTable/derivativeHolding/ownershipNature/directOr/value,/ownershipDocument/derivativeTable/derivativeHolding/ownershipNature/directOrIndirectOwnership/value,TRUE
/ownershipDocument/derivativeTable/derivativeHolding/underl/underlyingSecurityShares/value,/ownershipDocument/derivativeTable/derivativeHolding/underlyingSecurity/underlyingSecurityShares/value,TRUE
/ownershipDocument/derivativeTable/derivativeHolding/underl/underlyingSecurityTitle/value,/ownershipDocument/derivativeTable/derivativeHolding/underlyingSecurity/underlyingSecurityTitle/value,TRUE
/ownershipDocument/derivativeTable/derivativeHolding/exer/footnoteId/@id,/ownershipDocument/derivativeTable/derivativeHolding/exerciseDate/footnoteId/@id,TRUE
/ownershipDocument/derivativeTable/deriva/conversionOrExercisePrice/value,/ownershipDocument/derivativeTable/derivativeHolding/conversionOrExercisePrice/value,TRUE
